SHAPE,FROM CTS,TO CTS,COLOR,CLARITY,CUT,PRICE,DATE
PS,0.3,0.39,G,VVS2,EX,1600, 8/30/2024
PS,0.3,0.39,G,VS1,EX,1500, 8/30/2024
PS,0.3,0.39,G,VS2,EX,1400, 8/30/2024
PS,0.3,0.39,G,SI1,EX,1300, 8/30/2024
PS,0.3,0.39,G,SI2,EX,1100, 8/30/2024
PS,0.3,0.39,G,SI3,EX,900, 8/30/2024
PS,0.3,0.39,G,I1,EX,800, 8/30/2024
PS,0.3,0.39,G,I2,EX,700, 8/30/2024
PS,0.3,0.39,G,I3,EX,400, 8/30/2024
PS,0.3,0.39,H,IF,EX,1700, 8/30/2024
PS,0.3,0.39,H,VVS1,EX,1600, 8/30/2024
PS,0.3,0.39,H,VVS2,EX,1500, 8/30/2024
PS,0.3,0.39,H,VS1,EX,1400, 8/30/2024
PS,0.3,0.39,H,VS2,EX,1300, 8/30/2024
PS,0.3,0.39,H,SI1,EX,1200, 8/30/2024
PS,0.3,0.39,H,SI2,EX,1000, 8/30/2024
PS,0.3,0.39,H,SI3,EX,800, 8/30/2024
PS,0.3,0.39,H,I1,EX,700, 8/30/2024
PS,0.3,0.39,H,I2,EX,600, 8/30/2024
PS,0.3,0.39,H,I3,EX,400, 8/30/2024
PS,0.3,0.39,I,IF,EX,1500, 8/30/2024
PS,0.3,0.39,I,VVS1,EX,1400, 8/30/2024
PS,0.3,0.39,I,VVS2,EX,1300, 8/30/2024
PS,0.3,0.39,I,VS1,EX,1200, 8/30/2024
PS,0.3,0.39,I,VS2,EX,1100, 8/30/2024
PS,0.3,0.39,I,SI1,EX,1000, 8/30/2024
PS,0.3,0.39,I,SI2,EX,900, 8/30/2024
PS,0.3,0.39,I,SI3,EX,800, 8/30/2024
PS,0.3,0.39,I,I1,EX,700, 8/30/2024
PS,0.3,0.39,I,I2,EX,600, 8/30/2024
PS,0.3,0.39,I,I3,EX,400, 8/30/2024
PS,0.3,0.39,J,IF,EX,1300, 8/30/2024
PS,0.3,0.39,J,VVS1,EX,1200, 8/30/2024
PS,0.3,0.39,J,VVS2,EX,1100, 8/30/2024
PS,0.3,0.39,J,VS1,EX,1100, 8/30/2024
PS,0.3,0.39,J,VS2,EX,1000, 8/30/2024
PS,0.3,0.39,J,SI1,EX,900, 8/30/2024
PS,0.3,0.39,J,SI2,EX,800, 8/30/2024
PS,0.3,0.39,J,SI3,EX,700, 8/30/2024
PS,0.3,0.39,J,I1,EX,600, 8/30/2024
PS,0.3,0.39,J,I2,EX,500, 8/30/2024
PS,0.3,0.39,J,I3,EX,300, 8/30/2024
PS,0.3,0.39,K,IF,EX,1200, 8/30/2024
PS,0.3,0.39,K,VVS1,EX,1100, 8/30/2024
PS,0.3,0.39,K,VVS2,EX,1000, 8/30/2024
PS,0.3,0.39,K,VS1,EX,900, 8/30/2024
PS,0.3,0.39,K,VS2,EX,900, 8/30/2024
PS,0.3,0.39,K,SI1,EX,800, 8/30/2024
PS,0.3,0.39,K,SI2,EX,700, 8/30/2024
PS,0.3,0.39,K,SI3,EX,700, 8/30/2024
PS,0.3,0.39,K,I1,EX,600, 8/30/2024
PS,0.3,0.39,K,I2,EX,500, 8/30/2024
PS,0.3,0.39,K,I3,EX,300, 8/30/2024
PS,0.3,0.39,L,IF,EX,1000, 8/30/2024
PS,0.3,0.39,L,VVS1,EX,900, 8/30/2024
PS,0.3,0.39,L,VVS2,EX,900, 8/30/2024
PS,0.3,0.39,L,VS1,EX,800, 8/30/2024
PS,0.3,0.39,L,VS2,EX,800, 8/30/2024
PS,0.3,0.39,L,SI1,EX,800, 8/30/2024
PS,0.3,0.39,L,SI2,EX,700, 8/30/2024
PS,0.3,0.39,L,SI3,EX,600, 8/30/2024
PS,0.3,0.39,L,I1,EX,500, 8/30/2024
PS,0.3,0.39,L,I2,EX,400, 8/30/2024
PS,0.3,0.39,L,I3,EX,200, 8/30/2024
PS,0.3,0.39,M,IF,EX,900, 8/30/2024
PS,0.3,0.39,M,VVS1,EX,900, 8/30/2024
PS,0.3,0.39,M,VVS2,EX,900, 8/30/2024
PS,0.3,0.39,M,VS1,EX,800, 8/30/2024
PS,0.3,0.39,M,VS2,EX,800, 8/30/2024
PS,0.3,0.39,M,SI1,EX,700, 8/30/2024
PS,0.3,0.39,M,SI2,EX,600, 8/30/2024
PS,0.3,0.39,M,SI3,EX,500, 8/30/2024
PS,0.3,0.39,M,I1,EX,400, 8/30/2024
PS,0.3,0.39,M,I2,EX,300, 8/30/2024
PS,0.3,0.39,M,I3,EX,200, 8/30/2024
PS,0.4,0.49,D,IF,EX,2900, 8/30/2024
PS,0.4,0.49,D,VVS1,EX,2600, 8/30/2024
PS,0.4,0.49,D,VVS2,EX,2400, 8/30/2024
PS,0.4,0.49,D,VS1,EX,2200, 8/30/2024
PS,0.4,0.49,D,VS2,EX,2000, 8/30/2024
PS,0.4,0.49,D,SI1,EX,1800, 8/30/2024
PS,0.4,0.49,D,SI2,EX,1600, 8/30/2024
PS,0.4,0.49,D,SI3,EX,1400, 8/30/2024
PS,0.4,0.49,D,I1,EX,1200, 8/30/2024
PS,0.4,0.49,D,I2,EX,900, 8/30/2024
PS,0.4,0.49,D,I3,EX,700, 8/30/2024
PS,0.4,0.49,E,IF,EX,2700, 8/30/2024
PS,0.4,0.49,E,VVS1,EX,2400, 8/30/2024
PS,0.4,0.49,E,VVS2,EX,2200, 8/30/2024
PS,0.4,0.49,E,VS1,EX,2000, 8/30/2024
PS,0.4,0.49,E,VS2,EX,1900, 8/30/2024
PS,0.4,0.49,E,SI1,EX,1700, 8/30/2024
PS,0.4,0.49,E,SI2,EX,1500, 8/30/2024
PS,0.4,0.49,E,SI3,EX,1300, 8/30/2024
PS,0.4,0.49,E,I1,EX,1100, 8/30/2024
PS,0.4,0.49,E,I2,EX,900, 8/30/2024
PS,0.4,0.49,E,I3,EX,600, 8/30/2024
PS,0.4,0.49,F,IF,EX,2500, 8/30/2024
PS,0.4,0.49,F,VVS1,EX,2300, 8/30/2024
PS,0.4,0.49,F,VVS2,EX,2100, 8/30/2024
PS,0.4,0.49,F,VS1,EX,1900, 8/30/2024
PS,0.4,0.49,F,VS2,EX,1800, 8/30/2024
PS,0.4,0.49,F,SI1,EX,1600, 8/30/2024
PS,0.4,0.49,F,SI2,EX,1400, 8/30/2024
PS,0.4,0.49,F,SI3,EX,1200, 8/30/2024
PS,0.4,0.49,F,I1,EX,1000, 8/30/2024
PS,0.4,0.49,F,I2,EX,800, 8/30/2024
PS,0.4,0.49,F,I3,EX,500, 8/30/2024
PS,0.4,0.49,G,IF,EX,2300, 8/30/2024
PS,0.4,0.49,G,VVS1,EX,2100, 8/30/2024
PS,0.4,0.49,G,VVS2,EX,1900, 8/30/2024
PS,0.4,0.49,G,VS1,EX,1800, 8/30/2024
PS,0.4,0.49,G,VS2,EX,1700, 8/30/2024
PS,0.4,0.49,G,SI1,EX,1500, 8/30/2024
PS,0.4,0.49,G,SI2,EX,1300, 8/30/2024
PS,0.4,0.49,G,SI3,EX,1100, 8/30/2024
PS,0.4,0.49,G,I1,EX,1000, 8/30/2024
PS,0.4,0.49,G,I2,EX,800, 8/30/2024
PS,0.4,0.49,G,I3,EX,500, 8/30/2024
PS,0.4,0.49,H,IF,EX,2100, 8/30/2024
PS,0.4,0.49,H,VVS1,EX,1900, 8/30/2024
PS,0.4,0.49,H,VVS2,EX,1800, 8/30/2024
PS,0.4,0.49,H,VS1,EX,1700, 8/30/2024
PS,0.4,0.49,H,VS2,EX,1600, 8/30/2024
PS,0.4,0.49,H,SI1,EX,1400, 8/30/2024
PS,0.4,0.49,H,SI2,EX,1200, 8/30/2024
PS,0.4,0.49,H,SI3,EX,1000, 8/30/2024
PS,0.4,0.49,H,I1,EX,900, 8/30/2024
PS,0.4,0.49,H,I2,EX,700, 8/30/2024
PS,0.4,0.49,H,I3,EX,500, 8/30/2024
PS,0.4,0.49,I,IF,EX,1900, 8/30/2024
PS,0.4,0.49,I,VVS1,EX,1700, 8/30/2024
PS,0.4,0.49,I,VVS2,EX,1600, 8/30/2024
PS,0.4,0.49,I,VS1,EX,1500, 8/30/2024
PS,0.4,0.49,I,VS2,EX,1400, 8/30/2024
PS,0.4,0.49,I,SI1,EX,1300, 8/30/2024
PS,0.4,0.49,I,SI2,EX,1100, 8/30/2024
PS,0.4,0.49,I,SI3,EX,1000, 8/30/2024
PS,0.4,0.49,I,I1,EX,800, 8/30/2024
PS,0.4,0.49,I,I2,EX,700, 8/30/2024
PS,0.4,0.49,I,I3,EX,400, 8/30/2024
PS,0.4,0.49,J,IF,EX,1600, 8/30/2024
PS,0.4,0.49,J,VVS1,EX,1500, 8/30/2024
PS,0.4,0.49,J,VVS2,EX,1400, 8/30/2024
PS,0.4,0.49,J,VS1,EX,1300, 8/30/2024
PS,0.4,0.49,J,VS2,EX,1300, 8/30/2024
PS,0.4,0.49,J,SI1,EX,1200, 8/30/2024
PS,0.4,0.49,J,SI2,EX,1100, 8/30/2024
PS,0.4,0.49,J,SI3,EX,900, 8/30/2024
PS,0.4,0.49,J,I1,EX,700, 8/30/2024
PS,0.4,0.49,J,I2,EX,600, 8/30/2024
PS,0.4,0.49,J,I3,EX,400, 8/30/2024
PS,0.4,0.49,K,IF,EX,1400, 8/30/2024
PS,0.4,0.49,K,VVS1,EX,1300, 8/30/2024
PS,0.4,0.49,K,VVS2,EX,1200, 8/30/2024
PS,0.4,0.49,K,VS1,EX,1100, 8/30/2024
PS,0.4,0.49,K,VS2,EX,1100, 8/30/2024
PS,0.4,0.49,K,SI1,EX,1000, 8/30/2024
PS,0.4,0.49,K,SI2,EX,900, 8/30/2024
PS,0.4,0.49,K,SI3,EX,800, 8/30/2024
PS,0.4,0.49,K,I1,EX,700, 8/30/2024
PS,0.4,0.49,K,I2,EX,600, 8/30/2024
PS,0.4,0.49,K,I3,EX,400, 8/30/2024
PS,0.4,0.49,L,IF,EX,1300, 8/30/2024
PS,0.4,0.49,L,VVS1,EX,1200, 8/30/2024
PS,0.4,0.49,L,VVS2,EX,1100, 8/30/2024
PS,0.4,0.49,L,VS1,EX,1000, 8/30/2024
PS,0.4,0.49,L,VS2,EX,1000, 8/30/2024
PS,0.4,0.49,L,SI1,EX,900, 8/30/2024
PS,0.4,0.49,L,SI2,EX,800, 8/30/2024
PS,0.4,0.49,L,SI3,EX,700, 8/30/2024
PS,0.4,0.49,L,I1,EX,600, 8/30/2024
PS,0.4,0.49,L,I2,EX,500, 8/30/2024
PS,0.4,0.49,L,I3,EX,300, 8/30/2024
PS,0.4,0.49,M,IF,EX,1200, 8/30/2024
PS,0.4,0.49,M,VVS1,EX,1100, 8/30/2024
PS,0.4,0.49,M,VVS2,EX,1000, 8/30/2024
PS,0.4,0.49,M,VS1,EX,900, 8/30/2024
PS,0.4,0.49,M,VS2,EX,900, 8/30/2024
PS,0.4,0.49,M,SI1,EX,800, 8/30/2024
PS,0.4,0.49,M,SI2,EX,700, 8/30/2024
PS,0.4,0.49,M,SI3,EX,600, 8/30/2024
PS,0.4,0.49,M,I1,EX,500, 8/30/2024
PS,0.4,0.49,M,I2,EX,400, 8/30/2024
PS,0.4,0.49,M,I3,EX,300, 8/30/2024
PS,0.5,0.69,D,IF,EX,3300, 8/30/2024
PS,0.5,0.69,D,VVS1,EX,3000, 8/30/2024
PS,0.5,0.69,D,VVS2,EX,2800, 8/30/2024
PS,0.5,0.69,D,VS1,EX,2600, 8/30/2024
PS,0.5,0.69,D,VS2,EX,2400, 8/30/2024
PS,0.5,0.69,D,SI1,EX,2200, 8/30/2024
PS,0.5,0.69,D,SI2,EX,2000, 8/30/2024
PS,0.5,0.69,D,SI3,EX,1800, 8/30/2024
PS,0.5,0.69,D,I1,EX,1600, 8/30/2024
PS,0.5,0.69,D,I2,EX,1300, 8/30/2024
PS,0.5,0.69,D,I3,EX,900, 8/30/2024
PS,0.5,0.69,E,IF,EX,3000, 8/30/2024
PS,0.5,0.69,E,VVS1,EX,2800, 8/30/2024
PS,0.5,0.69,E,VVS2,EX,2600, 8/30/2024
PS,0.5,0.69,E,VS1,EX,2500, 8/30/2024
PS,0.5,0.69,E,VS2,EX,2300, 8/30/2024
PS,0.5,0.69,E,SI1,EX,2100, 8/30/2024
PS,0.5,0.69,E,SI2,EX,1800, 8/30/2024
PS,0.5,0.69,E,SI3,EX,1700, 8/30/2024
PS,0.5,0.69,E,I1,EX,1500, 8/30/2024
PS,0.5,0.69,E,I2,EX,1200, 8/30/2024
PS,0.5,0.69,E,I3,EX,800, 8/30/2024
PS,0.5,0.69,F,IF,EX,2800, 8/30/2024
PS,0.5,0.69,F,VVS1,EX,2600, 8/30/2024
PS,0.5,0.69,F,VVS2,EX,2500, 8/30/2024
PS,0.5,0.69,F,VS1,EX,2400, 8/30/2024
PS,0.5,0.69,F,VS2,EX,2200, 8/30/2024
PS,0.5,0.69,F,SI1,EX,2000, 8/30/2024
PS,0.5,0.69,F,SI2,EX,1700, 8/30/2024
PS,0.5,0.69,F,SI3,EX,1600, 8/30/2024
PS,0.5,0.69,F,I1,EX,1400, 8/30/2024
PS,0.5,0.69,F,I2,EX,1100, 8/30/2024
PS,0.5,0.69,F,I3,EX,700, 8/30/2024
PS,0.5,0.69,G,IF,EX,2600, 8/30/2024
PS,0.5,0.69,G,VVS1,EX,2400, 8/30/2024
PS,0.5,0.69,G,VVS2,EX,2300, 8/30/2024
PS,0.5,0.69,G,VS1,EX,2200, 8/30/2024
PS,0.5,0.69,G,VS2,EX,2100, 8/30/2024
PS,0.5,0.69,G,SI1,EX,1900, 8/30/2024
PS,0.5,0.69,G,SI2,EX,1600, 8/30/2024
PS,0.5,0.69,G,SI3,EX,1500, 8/30/2024
PS,0.5,0.69,G,I1,EX,1300, 8/30/2024
PS,0.5,0.69,G,I2,EX,1000, 8/30/2024
PS,0.5,0.69,G,I3,EX,700, 8/30/2024
PS,0.5,0.69,H,IF,EX,2400, 8/30/2024
PS,0.5,0.69,H,VVS1,EX,2200, 8/30/2024
PS,0.5,0.69,H,VVS2,EX,2100, 8/30/2024
PS,0.5,0.69,H,VS1,EX,2000, 8/30/2024
PS,0.5,0.69,H,VS2,EX,1900, 8/30/2024
PS,0.5,0.69,H,SI1,EX,1800, 8/30/2024
PS,0.5,0.69,H,SI2,EX,1500, 8/30/2024
PS,0.5,0.69,H,SI3,EX,1400, 8/30/2024
PS,0.5,0.69,H,I1,EX,1200, 8/30/2024
PS,0.5,0.69,H,I2,EX,900, 8/30/2024
PS,0.5,0.69,H,I3,EX,700, 8/30/2024
PS,0.5,0.69,I,IF,EX,2200, 8/30/2024
PS,0.5,0.69,I,VVS1,EX,2000, 8/30/2024
PS,0.5,0.69,I,VVS2,EX,1900, 8/30/2024
PS,0.5,0.69,I,VS1,EX,1800, 8/30/2024
PS,0.5,0.69,I,VS2,EX,1700, 8/30/2024
PS,0.5,0.69,I,SI1,EX,1600, 8/30/2024
PS,0.5,0.69,I,SI2,EX,1400, 8/30/2024
PS,0.5,0.69,I,SI3,EX,1300, 8/30/2024
PS,0.5,0.69,I,I1,EX,1100, 8/30/2024
PS,0.5,0.69,I,I2,EX,900, 8/30/2024
PS,0.5,0.69,I,I3,EX,600, 8/30/2024
PS,0.5,0.69,J,IF,EX,1900, 8/30/2024
PS,0.5,0.69,J,VVS1,EX,1800, 8/30/2024
PS,0.5,0.69,J,VVS2,EX,1700, 8/30/2024
PS,0.5,0.69,J,VS1,EX,1600, 8/30/2024
PS,0.5,0.69,J,VS2,EX,1500, 8/30/2024
PS,0.5,0.69,J,SI1,EX,1400, 8/30/2024
PS,0.5,0.69,J,SI2,EX,1300, 8/30/2024
PS,0.5,0.69,J,SI3,EX,1200, 8/30/2024
PS,0.5,0.69,J,I1,EX,1000, 8/30/2024
PS,0.5,0.69,J,I2,EX,800, 8/30/2024
PS,0.5,0.69,J,I3,EX,600, 8/30/2024
PS,0.5,0.69,K,IF,EX,1700, 8/30/2024
PS,0.5,0.69,K,VVS1,EX,1600, 8/30/2024
PS,0.5,0.69,K,VVS2,EX,1500, 8/30/2024
PS,0.5,0.69,K,VS1,EX,1400, 8/30/2024
PS,0.5,0.69,K,VS2,EX,1300, 8/30/2024
PS,0.5,0.69,K,SI1,EX,1200, 8/30/2024
PS,0.5,0.69,K,SI2,EX,1100, 8/30/2024
PS,0.5,0.69,K,SI3,EX,1000, 8/30/2024
PS,0.5,0.69,K,I1,EX,900, 8/30/2024
PS,0.5,0.69,K,I2,EX,700, 8/30/2024
PS,0.5,0.69,K,I3,EX,600, 8/30/2024
PS,0.5,0.69,L,IF,EX,1500, 8/30/2024
PS,0.5,0.69,L,VVS1,EX,1400, 8/30/2024
PS,0.5,0.69,L,VVS2,EX,1300, 8/30/2024
PS,0.5,0.69,L,VS1,EX,1200, 8/30/2024
PS,0.5,0.69,L,VS2,EX,1100, 8/30/2024
PS,0.5,0.69,L,SI1,EX,1100, 8/30/2024
PS,0.5,0.69,L,SI2,EX,1000, 8/30/2024
PS,0.5,0.69,L,SI3,EX,900, 8/30/2024
PS,0.5,0.69,L,I1,EX,800, 8/30/2024
PS,0.5,0.69,L,I2,EX,700, 8/30/2024
PS,0.5,0.69,L,I3,EX,500, 8/30/2024
PS,0.5,0.69,M,IF,EX,1400, 8/30/2024
PS,0.5,0.69,M,VVS1,EX,1300, 8/30/2024
PS,0.5,0.69,M,VVS2,EX,1200, 8/30/2024
PS,0.5,0.69,M,VS1,EX,1100, 8/30/2024
PS,0.5,0.69,M,VS2,EX,1000, 8/30/2024
PS,0.5,0.69,M,SI1,EX,1000, 8/30/2024
PS,0.5,0.69,M,SI2,EX,900, 8/30/2024
PS,0.5,0.69,M,SI3,EX,800, 8/30/2024
PS,0.5,0.69,M,I1,EX,700, 8/30/2024
PS,0.5,0.69,M,I2,EX,600, 8/30/2024
PS,0.5,0.69,M,I3,EX,400, 8/30/2024
PS,0.7,0.89,D,IF,EX,4800, 8/30/2024
PS,0.7,0.89,D,VVS1,EX,4400, 8/30/2024
PS,0.7,0.89,D,VVS2,EX,4100, 8/30/2024
PS,0.7,0.89,D,VS1,EX,3800, 8/30/2024
PS,0.7,0.89,D,VS2,EX,3500, 8/30/2024
PS,0.7,0.89,D,SI1,EX,2900, 8/30/2024
PS,0.7,0.89,D,SI2,EX,2500, 8/30/2024
PS,0.7,0.89,D,SI3,EX,2300, 8/30/2024
PS,0.7,0.89,D,I1,EX,2100, 8/30/2024
PS,0.7,0.89,D,I2,EX,1600, 8/30/2024
PS,0.7,0.89,D,I3,EX,1000, 8/30/2024
PS,0.7,0.89,E,IF,EX,4400, 8/30/2024
PS,0.7,0.89,E,VVS1,EX,4100, 8/30/2024
PS,0.7,0.89,E,VVS2,EX,3900, 8/30/2024
PS,0.7,0.89,E,VS1,EX,3600, 8/30/2024
PS,0.7,0.89,E,VS2,EX,3300, 8/30/2024
PS,0.7,0.89,E,SI1,EX,2700, 8/30/2024
PS,0.7,0.89,E,SI2,EX,2300, 8/30/2024
PS,0.7,0.89,E,SI3,EX,2100, 8/30/2024
PS,0.7,0.89,E,I1,EX,1900, 8/30/2024
PS,0.7,0.89,E,I2,EX,1500, 8/30/2024
PS,0.7,0.89,E,I3,EX,900, 8/30/2024
PS,0.7,0.89,F,IF,EX,4100, 8/30/2024
PS,0.7,0.89,F,VVS1,EX,3900, 8/30/2024
PS,0.7,0.89,F,VVS2,EX,3700, 8/30/2024
PS,0.7,0.89,F,VS1,EX,3400, 8/30/2024
PS,0.7,0.89,F,VS2,EX,3100, 8/30/2024
PS,0.7,0.89,F,SI1,EX,2500, 8/30/2024
PS,0.7,0.89,F,SI2,EX,2100, 8/30/2024
PS,0.7,0.89,F,SI3,EX,1900, 8/30/2024
PS,0.7,0.89,F,I1,EX,1700, 8/30/2024
PS,0.7,0.89,F,I2,EX,1400, 8/30/2024
PS,0.7,0.89,F,I3,EX,900, 8/30/2024
PS,0.7,0.89,G,IF,EX,3800, 8/30/2024
PS,0.7,0.89,G,VVS1,EX,3600, 8/30/2024
PS,0.7,0.89,G,VVS2,EX,3400, 8/30/2024
PS,0.7,0.89,G,VS1,EX,3200, 8/30/2024
PS,0.7,0.89,G,VS2,EX,2900, 8/30/2024
PS,0.7,0.89,G,SI1,EX,2300, 8/30/2024
PS,0.7,0.89,G,SI2,EX,1900, 8/30/2024
PS,0.7,0.89,G,SI3,EX,1800, 8/30/2024
PS,0.7,0.89,G,I1,EX,1600, 8/30/2024
PS,0.7,0.89,G,I2,EX,1400, 8/30/2024
PS,0.7,0.89,G,I3,EX,800, 8/30/2024
PS,0.7,0.89,H,IF,EX,3500, 8/30/2024
PS,0.7,0.89,H,VVS1,EX,3300, 8/30/2024
PS,0.7,0.89,H,VVS2,EX,3100, 8/30/2024
PS,0.7,0.89,H,VS1,EX,2900, 8/30/2024
PS,0.7,0.89,H,VS2,EX,2600, 8/30/2024
PS,0.7,0.89,H,SI1,EX,2200, 8/30/2024
PS,0.7,0.89,H,SI2,EX,1800, 8/30/2024
PS,0.7,0.89,H,SI3,EX,1700, 8/30/2024
PS,0.7,0.89,H,I1,EX,1500, 8/30/2024
PS,0.7,0.89,H,I2,EX,1300, 8/30/2024
PS,0.7,0.89,H,I3,EX,800, 8/30/2024
PS,0.7,0.89,I,IF,EX,3200, 8/30/2024
PS,0.7,0.89,I,VVS1,EX,3000, 8/30/2024
PS,0.7,0.89,I,VVS2,EX,2800, 8/30/2024
PS,0.7,0.89,I,VS1,EX,2600, 8/30/2024
PS,0.7,0.89,I,VS2,EX,2300, 8/30/2024
PS,0.7,0.89,I,SI1,EX,2100, 8/30/2024
PS,0.7,0.89,I,SI2,EX,1700, 8/30/2024
PS,0.7,0.89,I,SI3,EX,1600, 8/30/2024
PS,0.7,0.89,I,I1,EX,1400, 8/30/2024
PS,0.7,0.89,I,I2,EX,1200, 8/30/2024
PS,0.7,0.89,I,I3,EX,800, 8/30/2024
PS,0.7,0.89,J,IF,EX,2700, 8/30/2024
PS,0.7,0.89,J,VVS1,EX,2600, 8/30/2024
PS,0.7,0.89,J,VVS2,EX,2400, 8/30/2024
PS,0.7,0.89,J,VS1,EX,2200, 8/30/2024
PS,0.7,0.89,J,VS2,EX,2000, 8/30/2024
PS,0.7,0.89,J,SI1,EX,1800, 8/30/2024
PS,0.7,0.89,J,SI2,EX,1600, 8/30/2024
PS,0.7,0.89,J,SI3,EX,1500, 8/30/2024
PS,0.7,0.89,J,I1,EX,1300, 8/30/2024
PS,0.7,0.89,J,I2,EX,1100, 8/30/2024
PS,0.7,0.89,J,I3,EX,700, 8/30/2024
PS,0.7,0.89,K,IF,EX,2300, 8/30/2024
PS,0.7,0.89,K,VVS1,EX,2200, 8/30/2024
PS,0.7,0.89,K,VVS2,EX,2100, 8/30/2024
PS,0.7,0.89,K,VS1,EX,1900, 8/30/2024
PS,0.7,0.89,K,VS2,EX,1800, 8/30/2024
PS,0.7,0.89,K,SI1,EX,1600, 8/30/2024
PS,0.7,0.89,K,SI2,EX,1500, 8/30/2024
PS,0.7,0.89,K,SI3,EX,1400, 8/30/2024
PS,0.7,0.89,K,I1,EX,1200, 8/30/2024
PS,0.7,0.89,K,I2,EX,1000, 8/30/2024
PS,0.7,0.89,K,I3,EX,700, 8/30/2024
PS,0.7,0.89,L,IF,EX,2100, 8/30/2024
PS,0.7,0.89,L,VVS1,EX,2000, 8/30/2024
PS,0.7,0.89,L,VVS2,EX,1900, 8/30/2024
PS,0.7,0.89,L,VS1,EX,1700, 8/30/2024
PS,0.7,0.89,L,VS2,EX,1600, 8/30/2024
PS,0.7,0.89,L,SI1,EX,1500, 8/30/2024
PS,0.7,0.89,L,SI2,EX,1400, 8/30/2024
PS,0.7,0.89,L,SI3,EX,1300, 8/30/2024
PS,0.7,0.89,L,I1,EX,1100, 8/30/2024
PS,0.7,0.89,L,I2,EX,800, 8/30/2024
PS,0.7,0.89,L,I3,EX,600, 8/30/2024
PS,0.7,0.89,M,IF,EX,1900, 8/30/2024
PS,0.7,0.89,M,VVS1,EX,1800, 8/30/2024
PS,0.7,0.89,M,VVS2,EX,1700, 8/30/2024
PS,0.7,0.89,M,VS1,EX,1500, 8/30/2024
PS,0.7,0.89,M,VS2,EX,1400, 8/30/2024
PS,0.7,0.89,M,SI1,EX,1300, 8/30/2024
PS,0.7,0.89,M,SI2,EX,1200, 8/30/2024
PS,0.7,0.89,M,SI3,EX,1100, 8/30/2024
PS,0.7,0.89,M,I1,EX,900, 8/30/2024
PS,0.7,0.89,M,I2,EX,700, 8/30/2024
PS,0.7,0.89,M,I3,EX,500, 8/30/2024
PS,0.9,0.99,D,IF,EX,7100, 8/30/2024
PS,0.9,0.99,D,VVS1,EX,6500, 8/30/2024
PS,0.9,0.99,D,VVS2,EX,5800, 8/30/2024
PS,0.9,0.99,D,VS1,EX,5400, 8/30/2024
PS,0.9,0.99,D,VS2,EX,4500, 8/30/2024
PS,0.9,0.99,D,SI1,EX,3800, 8/30/2024
PS,0.9,0.99,D,SI2,EX,3400, 8/30/2024
PS,0.9,0.99,D,SI3,EX,3100, 8/30/2024
PS,0.9,0.99,D,I1,EX,2500, 8/30/2024
PS,0.9,0.99,D,I2,EX,1800, 8/30/2024
PS,0.9,0.99,D,I3,EX,1100, 8/30/2024
PS,0.9,0.99,E,IF,EX,6400, 8/30/2024
PS,0.9,0.99,E,VVS1,EX,5900, 8/30/2024
PS,0.9,0.99,E,VVS2,EX,5400, 8/30/2024
PS,0.9,0.99,E,VS1,EX,5000, 8/30/2024
PS,0.9,0.99,E,VS2,EX,4300, 8/30/2024
PS,0.9,0.99,E,SI1,EX,3600, 8/30/2024
PS,0.9,0.99,E,SI2,EX,3200, 8/30/2024
PS,0.9,0.99,E,SI3,EX,2900, 8/30/2024
PS,0.9,0.99,E,I1,EX,2400, 8/30/2024
PS,0.9,0.99,E,I2,EX,1700, 8/30/2024
PS,0.9,0.99,E,I3,EX,1000, 8/30/2024
PS,0.9,0.99,F,IF,EX,5700, 8/30/2024
PS,0.9,0.99,F,VVS1,EX,5400, 8/30/2024
PS,0.9,0.99,F,VVS2,EX,5100, 8/30/2024
PS,0.9,0.99,F,VS1,EX,4700, 8/30/2024
PS,0.9,0.99,F,VS2,EX,4100, 8/30/2024
PS,0.9,0.99,F,SI1,EX,3400, 8/30/2024
PS,0.9,0.99,F,SI2,EX,3000, 8/30/2024
PS,0.9,0.99,F,SI3,EX,2700, 8/30/2024
PS,0.9,0.99,F,I1,EX,2300, 8/30/2024
PS,0.9,0.99,F,I2,EX,1600, 8/30/2024
PS,0.9,0.99,F,I3,EX,1000, 8/30/2024
PS,0.9,0.99,G,IF,EX,5300, 8/30/2024
PS,0.9,0.99,G,VVS1,EX,5000, 8/30/2024
PS,0.9,0.99,G,VVS2,EX,4700, 8/30/2024
PS,0.9,0.99,G,VS1,EX,4400, 8/30/2024
PS,0.9,0.99,G,VS2,EX,3900, 8/30/2024
PS,0.9,0.99,G,SI1,EX,3300, 8/30/2024
PS,0.9,0.99,G,SI2,EX,2800, 8/30/2024
PS,0.9,0.99,G,SI3,EX,2500, 8/30/2024
PS,0.9,0.99,G,I1,EX,2200, 8/30/2024
PS,0.9,0.99,G,I2,EX,1600, 8/30/2024
PS,0.9,0.99,G,I3,EX,900, 8/30/2024
PS,0.9,0.99,H,IF,EX,4900, 8/30/2024
PS,0.9,0.99,H,VVS1,EX,4600, 8/30/2024
PS,0.9,0.99,H,VVS2,EX,4300, 8/30/2024
PS,0.9,0.99,H,VS1,EX,4000, 8/30/2024
PS,0.9,0.99,H,VS2,EX,3600, 8/30/2024
PS,0.9,0.99,H,SI1,EX,3100, 8/30/2024
PS,0.9,0.99,H,SI2,EX,2600, 8/30/2024
